rep_new,policy_level,date,organisation,purpose,department,others_at_the_meeting,source,registrant_additional_information,portal_source,RecordId,tag
Pam Duncan-Glancy MSP,MSP,16/02/2024,Centrica plc,Discussion with Pam Duncan-Glancy MSP  Member for Glasgow  during a roundtable meeting on 'Skills  Supply Chains and Infrastructure' during the Scottish Labour Business Forum. We discussed reform of the Apprenticeship Levy  explaining this could allow businesses to utilise a portion of the unspent funds for upskilling their existing workforces in short and long-term training programmes in order to meet the nation's skills need  in particular for courses in science  technology and green skills. For example  by allowing businesses to upskill gas engineers  electricians and plumbers to install heat pumps using the unspent levy funds  this could ensure that the country has enough heat pump installers to meet Scottish Government targets. | Location: Crowne Plaza Hotel Congress Road Glasgow G3 8QT  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49482,Type: None | Lobbyist names: Alex Anderson | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97551,
Sarah Boyack MSP,MSP,16/02/2024,Centrica plc,Meeting with Sarah Boyack MSP  Member for Lothian  as part of a panel discussion and audience Q&A alongside trade union and industry representatives. We participated in a panel discussion themed around 'delivering a just transition on the road to net zero'. We discussed opportunities to deliver a just energy transition  in particular the importance of retaining  retraining and repurposing existing skills and infrastructure in transition to net zero. We emphasised the importance of consistency and certainty in fiscal and policy landscape to support investment. Lastly  we highlighted Centrica's position on technologies  recognising there is a need for heat pumps  hydrogen and other low carbon solutions  and also urged policy makers to do what they can to advance uptake. | Location: Crowne Plaza Hotel Congress Road Glasgow G3 8QT  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49481,Type: None | Lobbyist names: Chris O'Shea  | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97552,Climate
Daniel Johnson MSP,MSP,18/02/2024,Royal Pharmaceutical Society,Discussion with Daniel Johnson MSP  Member for Edinburgh Southern  at Royal Pharmaceutical Society's exhibition stand at Scottish Labour Party conference. We discussed violence and abuse of pharmacy teams and some examples of this.    We provided an overview of our Be Kind to Pharmacy Teams campaign which provides a series of messages to the public via social media reminding the public to be kind to pharmacy teams.    We asked the Member if he would be willing to support the campaign next winter by providing a Be Kind video for use on social media. | Location: Scottish Exhibition Centre Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49480,Type: None | Lobbyist names: Ross Barrow; Laura Wilson  | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97553,
Michael Marra MSP,MSP,17/02/2024,Royal Pharmaceutical Society,Discussion with Michael Marra MSP  Member for North East Scotland  at Royal Pharmaceutical Society's exhibition stand at Scottish Labour Party conference. We explained to the Member that there is no national workforce planning for pharmacy. We explained our view of why this is a problem  that we are not able to identify workforce gaps  understand current activities and predict future requirements to improve patient care.    We also discussed with the Member our view that Community Pharmacists should have read / write access to patient records. | Location: Scottish Exhibition Centre Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49479,Type: None | Lobbyist names: Jill Swan; Carolyn Rattray; Fiona McIntyre | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97554,
Monica Lennon MSP,MSP,16/02/2024,Royal Pharmaceutical Society,Discussion with Monica Lennon MSP  Member for Central Scotland  at Royal Pharmaceutical Society's exhibition stand at Scottish Labour Party conference. We discussed with the Member the role of pharmacists in smoking cessation and in ensuring people use the correct inhaler technique. | Location: Scottish Exhibition Centre Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49476,Type: None | Lobbyist names: Fiona McIntyre | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97555,
Paul Sweeney MSP,MSP,17/02/2024,Royal Pharmaceutical Society,Discussion with Paul Sweeney MSP  Member for Glasgow  at Royal Pharmaceutical Society's stand at Scottish Labour Party Conference. We discussed with the Member our view that Community Pharmacists should have read / write access to patient records to support them to make prescribing decisions and to improve patient experience. | Location: Scottish Exhibition Centre Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49472,Type: None | Lobbyist names: Jill Swan; Fiona McIntyre; Laura Wilson; Carolyn Rattray | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97556,
Foysol Choudhury MSP,MSP,16/02/2024,Royal Pharmaceutical Society,Discussion with Foysol Choudhury MSP  Member for Lothian  at Royal Pharmaceutical Society exhibition stand during Scottish Labour Party conference. We discussed with the Member our view that Community Pharmacists should have read / write access to patient records to support them to make prescribing decisions and to improve patient experience. | Location: Scottish Event Campus Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49471,Type: None | Lobbyist names: Ross Barrow; Laura Wilson; Audrey Thompson; Carolyn Rattray | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97557,
Maree Todd MSP,Minister,12/12/2023,Family Fund,Meeting with Maree Todd MSP  Minister for Social Care  Mental Wellbeing and Sport  requested by National Carers Organisations.   To raise issues of concern in relation to support for unpaid carers in Scotland  advocating for timely  increased and targeted funding and improvement activity  with particular emphasis on investment in access to short breaks  resourcing of carers centres and support to enable carers to self identify at an early stage in their caring journey.   Family Fund's commented on the significant family wide wellbeing outcomes achieved through the provision of short breaks grants for parent carers  as delivered via the Take a Break grant programme.  | Location: St Andrew's House 2 Regent Road Edinburgh EH1 3DG  | Type: Face to face,Scottish Government,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49470,Type: None | Lobbyist names: Salena Begley | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97558,
Sarah Boyack MSP,MSP,15/02/2024,RES,Meeting with Sarah Boyack MSP  Member for Lothian. We highlighted policy barriers to decarbonising energy supply in Scotland and the UK. We also discussed the planning system  community engagement/shared ownership and grid connections. | Location: The Finnieston 1125 Argyle Street Glasgow G3 8ND  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49464,Type: None | Lobbyist names: Sarah McArthur | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97559,Climate
Siobhian Brown MSP,MSP,19/02/2024,Edinburgh Children's Hospital Charity ,"Meeting with Siobhian Brown MSP  Member for Ayr. We discussed our drop-in session at the Scottish Parliament that was held on 1 February 2024.  We informed the Member about our ""No time to wait"" mental health pilot currently running in East Lothian. We sought the support of the Member  who asked to be kept informed of the projects progress. | Location: Constituency Office 9 Beresford Terrace Ayr KA7 2ER  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49459,Type: None | Lobbyist names: Roslyn Neely; Louise Robertson | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97560,
Keith Brown MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Keith Brown MSP  Member for Clackmannanshire and Dunblane  during a drop-in session at the Scottish Parliament. We informed the Member about our ""No time to wait"" mental health pilot currently running in East Lothian.  We sought the support of the Member  who asked to be kept informed of the projects progress. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49458,Type: None | Lobbyist names: Pippa Johnston | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97561,
Ivan McKee MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Ivan McKee MSP  Member for Glasgow Provan  during a drop-in session at the Scottish Parliament. We informed the Member about our ""No time to wait"" mental health pilot currently running in East Lothian.  We sought the support of the Member  who asked to be kept informed of the projects progress. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49457,Type: None | Lobbyist names: Roslyn Neely | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97562,
Alasdair Allan MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Alasdair Allan MSP  Member for Na h-Eileanan an Iar  during a drop-in session at the Scottish Parliament. We informed the Member about our ""No time to wait"" mental health pilot currently running in East Lothian.  We sought the support of the Member  who asked to be kept informed of the projects progress. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49456,Type: None | Lobbyist names: Pippa Johnston | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97563,
Stephanie Callaghan MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Stephanie Callaghan MSP  Member for Uddingston and Bellshill  during a drop-in session at the Scottish Parliament. We informed the Member about our ""No time to wait"" mental health pilot currently running in East Lothian.  We sought the support of the Member  who asked to be kept informed of the projects progress. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49455,Type: None | Lobbyist names: Roslyn Neely | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97564,
Bill Kidd MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Bill Kidd MSP  Member for Glasgow Anniesland  during a drop-in session at the Scottish Parliament. We informed the Member about our ""No time to wait"" mental health pilot currently running in East Lothian.  We sought the support of the Member  who asked to be kept informed of the projects progress. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49454,Type: None | Lobbyist names: Roslyn Neely; Pippa Johnston | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97565,
Jeremy Balfour MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Jeremy Balfour MSP  Member for Lothian  during a drop-in session at the Scottish Parliament. We informed the Member about our ""No time to wait"" mental health pilot currently running in East Lothian. We sought the support of the Member  who asked to be kept informed of the projects progress. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49453,Type: None | Lobbyist names: Roslyn Neely | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97566,
Martin Whitfield MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Martin Whitfield MSP  Member for South Scotland  during a drop-in session at the Scottish Parliament. We informed the Member about the progress of our ""No time to wait"" mental health pilot currently running in East Lothian.    We sought the continued support of the Member  who asked to be kept informed of the projects progress. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49452,Type: None | Lobbyist names: Pippa Johnston; Alice Mallinson | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97567,
Paul McLennan MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Paul McLennan MSP  Member for East Lothian  during a drop-in session at the Scottish Parliament. We informed the Member about the progress our ""No time to wait"" mental health pilot currently running in East Lothian.    We sought the continued support of the Member  who asked to be kept informed of the projects progress. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49451,Type: None | Lobbyist names: Pippa Johnston | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97568,
Pam Duncan-Glancy MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Pan Duncan-Glancy MSP  Member for Glasgow  during a drop-in session at the Scottish Parliament. We informed the Member about our ""No time to wait"" mental health pilot currently running in East Lothian.    We sought the support of the Member  who asked to be kept informed of the projects progress. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49450,Type: None | Lobbyist names: Alice Mallinson; Roslyn Neely | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97569,
Paul Sweeney MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Paul Sweeney MSP  Member for Glasgow  during a drop-in session at the Scottish Parliament. We informed the Member of the progress relating to our ""No time to wait"" mental health pilot currently running in East Lothian.    The Member has previously met with ECHC and visited the service.   | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49449,Type: None | Lobbyist names: Roslyn Neely | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97570,
Claire Baker MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Claire Baker MSP  Member for Mid Scotland and Fife  during a drop-in session at the Scottish Parliament. We informed the Member about our ""No time to wait"" mental health pilot currently running in East Lothian.  We sought the support of the Member  who asked to be kept informed of the projects progress. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49448,Type: None | Lobbyist names: Pippa Johnston | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97571,
Sue Webber MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Sue Webber MSP  Member for Lothian  during a drop-in session at the Scottish Parliament. We informed the Member about our ""No time to wait"" mental health pilot currently running in East Lothian.  We sought the support of the Member  who asked to be kept informed of the projects progress and was interested in visiting the service. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49447,Type: None | Lobbyist names: Pippa Johnston; Roslyn Neely | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97572,
Liam Kerr MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Liam Kerr MSP  Member for North East Scotland  during a drop-in session at the Scottish Parliament We informed the Member about our ""No time to wait"" mental health pilot currently running in East Lothian.  We sought the support of the Member  who asked to be kept informed of the projects progress. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49446,Type: None | Lobbyist names: Pippa Johnston | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97573,
Michael Matheson MSP,Minister,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Michael Matheson MSP  Cabinet Secretary for NHS Recovery  Health and Social Care  during a drop-in session at the Scottish Parliament. We informed the Cabinet Secretary about our ""No time to wait"" mental health pilot currently running in East Lothian.  We sought the support of the Cabinet Secretary  who asked to be kept informed of the projects progress and to visit the service. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Government,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49445,Type: None | Lobbyist names: Pippa Johnston; Alice Mallinson; Roslyn Neely | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97574,
Sarah Boyack MSP,MSP,02/01/2024,Edinburgh Children's Hospital Charity ,"Discussion with Sarah Boyack MSP  Member for Lothian  during a drop-in session at the Scottish Parliament. We informed the Member about our ""No time to wait"" mental health pilot currently running in East Lothian.  We sought the support of the Member  who asked to be kept informed of the projects progress. | Location: Scottish Parliament EH99 1SP  | Type: Face to face",Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49444,Type: None | Lobbyist names: Roslyn Neely; Alice Mallinson | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97575,
Paul McLennan MSP,Minister,16/01/2024,StepChange Debt Charity,Meeting with Paul McLennan MSP  Minister for Housing.  To discuss Problem Debt in Scotland and how the Charity supports Scottish clients and to introduce our new Chief Executive Officer Vikki Brownridge to the Minister.    We discussed observed trends in client needs due to cost of living pressures and the response of the organisation to meet the rising need of those in financial difficulty particularly with their energy bills and how we expected the trends of those seeking advice to develop and how the charity was seeking to support them. | Location: StepChange Debt Charity Scotland Offices 10-14 West Nile Street Glasgow G1 2PP  | Type: Face to face,Scottish Government,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49442,Type: None | Lobbyist names: Lawrie Morgan-Klein; Vikki Brownridge; Vanessa Northam | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97576,
Tom Arthur MSP,Minister,11/09/2023,StepChange Debt Charity,Video conference meeting with Tom Arthur MSP  Minister for Community Wealth and Public Finance.  Representatives from Money Advice Sector charities were also in attendance.   We discussed the reapplication period for Minimal Asset Process Bankruptcy  which could be  barrier for vulnerable households seeking debt relief  therefore we discussed shortening this period with the Minister.  We also discussed observed trends in client needs due to cost of living pressures and the response of the organisations present to meet the rising need of those in financial difficulty. | Location: Private Residence - Address Withheld  | Type: Video conference,Scottish Government,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49441,Type: None | Lobbyist names: Lawrie Morgan-Klein | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97577,
Paul McLennan MSP,Minister,26/09/2023,StepChange Debt Charity,Video conference meeting with Paul McLennan MSP  Minister for Housing.   StepChange Debt Charity and other Money Advice Sector Charities representatives  were also in attendance.  We discussed observed trends in client needs due to cost of living pressures and the response of the organisations present to meet the rising need of those in financial difficulty.   We also discussed specific groups of clients who have been left in greater financial vulnerability and pressures the money advice sector is facing.   We also mentioned a conference event for Money Advisers that we intended to hold in 2024 and encouraged the Minister to attend.  | Location: Private Residence - Address Withheld  | Type: Video conference,Scottish Government,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49440,Type: None | Lobbyist names: Lawrie Morgan-Klein | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97578,
Paul O'Kane MSP,MSP,18/02/2024,British Red Cross ,Meeting with Paul O'Kane MSP  Member for West Scotland  at the Scottish Labour Party Conference. We met with the Member to give an update on the policy work the British Red Cross have been doing in analysing the effects the illegal migration act and subsequent pieces of legislation will have on people seeking asylum in Scotland. We discussed the implication the move on period and widening dispersal is having on people seeking safety in Scotland and ways the Scottish Government can use their devolved powers to intervene.  We also discussed our concerns around the age assessment process and casework that is coming to our team on people being falsely declared as adults with no safeguarding measures being put in place. We used the opportunity to learn more about Labour's priorities in this space ahead of the general election and Scottish Parliament election and ways we can work together on this policy area. | Location: Scottish Event Campus (SEC) Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49438,Type: None | Lobbyist names: Kenneth Watt; Sabah Aslam | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97579,
Paul Sweeney MSP,MSP,16/02/2024,British Red Cross ,Meeting with Paul Sweeney MSP  Member for Glasgow  at the Scottish Labour Party Conference. We discussed the Scottish Government's commitment to rolling our the free bus travel campaign for people seeking asylum in Scotland and some difficulties our teams have faced as the programme is being scaled back before being implemented. We discussed ways we can work together with other organisations to ensure that the people are getting the support they need from the scheme when it is rolled out.  We also discussed the implications of the Illegal Migration Act for people in Scotland  with widening dispersal  increased destitution and a lack of transport available to support with integration. We discussed Labour's priorities for refugee and asylum policy ahead of the general election and Scottish Parliament election and provided some of our operational insight on what our service users are being supported with.  We also discussed the intersection between loneliness  mental health and the health services we support with across Scotland to help people get home from hospital and ensure their homes are adapted to prevent readmission into hospital. | Location: Scottish Event Campus (SEC) Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49437,Type: None | Lobbyist names: Kenneth Watt; Sabah Aslam | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97580,
Finlay Carson MSP,MSP,20/02/2024,Blood Cancer UK,Meeting with Finlay Carson MSP  Member for Galloway and West Dumfries. We discussed our report 'Raise the Profile Reduce the Harm'  which seeks to highlight the fact that  although blood cancer is the fifth most common cancer  lack of awareness is causing harm to those people affected. We also outlined our policy priorities in Scotland  including the progress being made by the Scottish Government on the commitments in their 3-year Cancer Action Plan  and flagged our upcoming report  the Blood Cancer Action Plan  which will show where differences in blood cancer survival exist. | Location: The Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49436,Type: None | Lobbyist names: Josh Hill | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97581,
Jackie Baillie MSP,MSP,16/02/2024,British Red Cross ,Meeting with Jackie Baillie MSP  Member for Dumbarton  at the Scottish Labour Party Conference.  We met with the Member to understand more about Labour's priorities ahead of the General Election and areas of key focus for the manifesto ahead of the Scottish Parliament election in 2026.  We also gave the Member an update on our Mobility Aids Service which she supported us with in getting health and social care partnerships to take on this responsibility  as we have since closed down the service.  We also gave an overview of the independent living and health work our operational teams carry out to support with hospital treatment and home and alleviating high intensity use of accident and emergency  and ways we can work together on this. | Location: Scottish Event Campus (SEC) Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49435,Type: None | Lobbyist names: Sabah Aslam; Kenneth Watt | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97582,
Graeme Dey MSP,Minister,10/05/2023,UNISON Scotland,Meeting with Graeme Dey MSP  Minister for Higher and Further Education; and Minister for Veterans.  To ask for Ministerial intervention in the ongoing industrial action regarding our pay dispute in further education. This included a request from us for new money to be provided to fund year 3 of our pay claim  discussion on financial flexibilities provided to colleges by Scottish Government.  We also discussed the compulsory redundancy situation in City of Glasgow College and what limitations there are on the Scottish Funding Council in terms of intervention. We asked whether the Minister could instruct the SFC to review the proposed redundancies and to investigate further funding streams that would allow voluntary severance to be offered  removing the need for compulsory redundancies.  | Location: Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Government,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49433,Type: None | Lobbyist names: John Mooney | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97583,
Ivan McKee MSP,MSP,19/02/2024,CCPS - Coalition of Care and Support Providers in Scotland,Video conference meeting with Ivan McKee MSP  Member for Glasgow Provan  in the context of his role as a member of the Health  Social Care and Sport Committee. We discussed the National Care Service (Scotland) Bill  particularly the progression of Stage 1 of the Bill. We lobbied for CCPS's preferred outcomes of Stage 1 of the Bill process  stating our goal to see good legislation for the social care sector.  We also discussed and lobbied for a Legislative Scrutiny Group to be established during the Bill process. | Location: Private Residence - Address Withheld  | Type: Video conference,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49427,Type: Company | Lobbyist names: Rachel Cackett | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97584,
Rhoda Grant MSP,MSP,17/02/2024,Soil Association Scotland,Meeting with Rhoda Grant MSP  Member for Highlands and Islands  during the Scottish Labour Conference. We sought support for amendments to the Agriculture and Rural Communities (Scotland) Bill  specifically on: the timing of the first Rural Support Plan; the content of the Rural Support Plan; parliamentary/committee scrutiny of the Rural Support Plan; and redistribution or frontloading of basic payments. We raised the provision of farm advice and knowledge exchange/innovation  as well as support for small-scale producers  including market gardeners and crofters.   We also discussed the Labour party manifesto for the next UK General Election  and asked that the party commits in that manifesto to an increased  multi-year funding settlement for agriculture across the UK  with ring-fenced funds for the devolved administrations  maintaining the current 17% split for Scotland per the EU CAP.    | Location: Scottish Event Campus Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49425,Type: Charity or Trust or Advocacy Body | Lobbyist names: David McKay | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97585,
Liam McArthur MSP,MSP,11/07/2023,Aggregate Industries UK Limited,Discussion with Liam McArthur MSP  Member for Orkney Islands  at maritime reception run by British Ports Association & UK Chamber of Shipping.   We discussed Aggregate Industries UK Ltd  our operation at Glensanda Quarry north of Oban  and our recent supply of material to Orkney.    We invited the Member to visit the facility in order for him to see a major successful industry leader in the quarrying industry. As the largest hard rock quarry in Europe with extensive export tonnages  we would like to showcase our facility and demonstrate the supply opportunities we can provide. | Location: Scottish Parliament Edinburgh EH99 1SP  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49424,Type: None | Lobbyist names: Ian Henry | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97586,
Neil Bibby MSP,MSP,16/02/2024,British Red Cross ,Meeting with Neil Bibby MSP  Member for West Scotland  at the Scottish Labour Party Conference. We met with the Member to understand more about Labour's international development priorities ahead of the General Election and how we can work together in this field.  We spoke about the different international crises the British Red Cross supports through our national societies over the past 12 months such as the conflict in Gaza and cholera outbreak in Zambia.   We discussed the Super Sponsorship Scheme from Ukrainians refugees and lessons than can be learned from that scheme to support people seeking asylum and refuge in Scotland. | Location: Scottish Event Campus (SEC) Exhibition Way Glasgow G3 8YW  | Type: Face to face,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49423,Type: None | Lobbyist names: Sabah Aslam; Kenneth Watt | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97587,
Jenni Minto MSP,Minister,20/02/2024,British Retail Consortium,Video conference meeting with Jenni Minto MSP  Minister for Public Health and Women's Health. We briefed the Minister on: the Scottish Retail Consortium's perspective on the proposed new restrictions on the marketing and promotion of in-store of foods which are deemed high in saturated fat  salt and sugar  including on temporary price promotions  meal deals and multi-buys; the consideration being given to the announcement in the Scottish Budget of a business rate public health surtax on food retailers; and SRC's support for better regulation including through the Scottish Government's regulatory review group. | Location: Private Residence - Address Withheld  | Type: Video conference,Scottish Government,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49421,Type: Charity or Trust or Advocacy Body | Lobbyist names: David Lonsdale; Ewan MacDonald-Russell | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97588,
Gillian Mackay MSP,MSP,02/12/2024,The British Dental Association,Video conference meeting with Gillian Mackay MSP  Member for Central Scotland. We provided an update on recent developments in relation to NHS dentistry in Scotland. We discussed payment reform from 1 November  including what the changes to the payment system for NHS dentistry would mean for patients and dental teams. We highlighted why evaluation of this change would be critical in the next stage of reform and that consideration of its impact on dental access and health inequalities would be needed. Lastly  we discussed waiting times for dental general anaesthetics. | Location: 9 Little France Road Edinburgh EH16 4UX  | Type: Video conference,Scottish Parliament,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49420,Type: Representative Body | Lobbyist names: Charlotte Waite; Anna Wojnilko | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97589,
Jenni Minto MSP,Minister,20/02/2024,Scottish Grocers Federation,Video conference meeting with Jenni Minto MSP  Minister for Public Health and Women's Health  as part of the Scottish Retail Consortium roundtable.    We raised awareness with the Ministers of the challenges of implementing proposed restrictions to Temporary Price Reductions on foods High in Fat  Sugar or Salt in a convenience retail setting and calling for an exemption to the restrictions for stores under 3000 square feet.   We highlighted the work that is already being done to promote healthier options in stores through the Scottish Grocers' Federation (SGF) Healthy Living Programme.   Finally  we raised the issue of overregulation on the convenience sector and call for government to consider the value of convenience stores for their communities.  | Location: Private Residence - Address Withheld  | Type: Video conference,Scottish Government,,https://www.lobbying.scot/SPS/InformationReturn/SearchInformationReturnDetail/49419,Type: None | Lobbyist names: Luke McGarty | Entity lobbying on behalf of organisation: None,Scottish lobbying register,97590,
